FIPS,County,State,Civilian NonInst Pop,Percent Any Difficulty,Percent TwoTypes,Percent Hearing difficulty, Percent Vision difficulty,Percent Cognitive difficulty,Percent Ambulatory difficulty, Percent Selfcare difficulty,Percent Independent living difficulty,R_Hearing Difficulty,R_Vision difficulty,R_Cognitive difficulty,R_Ambulatory difficulty,R_Selfcare difficulty,R_Independent living difficulty,R_Overall disability
5125,Saline County, Arkansas,118198,16.62,8.17,5.45,3.30,5.76,8.59,3.56,5.48,0.63,0.67,0.57,0.58,0.76,0.59,0.61
5127,Scott County, Arkansas,10312,24.46,13.30,7.20,4.37,9.84,14.31,4.76,9.58,0.88,0.85,0.96,0.96,0.93,0.97,0.96
5129,Searcy County, Arkansas,7823,20.63,11.95,5.92,3.87,7.96,11.24,3.16,7.44,0.72,0.79,0.88,0.84,0.64,0.87,0.85
5131,Sebastian County, Arkansas,126506,19.76,9.79,6.11,4.37,8.33,9.89,3.38,6.69,0.74,0.85,0.90,0.73,0.71,0.79,0.81
5133,Sevier County, Arkansas,16962,14.21,6.76,4.58,3.24,4.47,7.30,2.39,4.37,0.43,0.66,0.29,0.40,0.36,0.34,0.37
5135,Sharp County, Arkansas,16967,27.08,13.80,9.40,4.56,10.18,16.21,4.17,8.98,0.97,0.87,0.97,0.99,0.87,0.96,0.99
5137,Stone County, Arkansas,12361,22.64,13.76,6.47,3.21,10.70,14.75,4.97,8.58,0.80,0.65,0.98,0.97,0.94,0.95,0.92
5139,Union County, Arkansas,39087,17.37,9.44,4.48,3.35,6.81,9.98,4.57,6.70,0.40,0.68,0.75,0.74,0.91,0.79,0.67
5141,Van Buren County, Arkansas,16457,25.35,14.19,8.11,5.80,10.40,15.36,6.40,9.22,0.93,0.95,0.98,0.98,0.99,0.97,0.97
5143,Washington County, Arkansas,230371,10.64,4.71,2.71,2.00,4.04,5.12,1.70,3.23,0.05,0.23,0.21,0.11,0.12,0.11,0.10
5145,White County, Arkansas,78254,16.18,8.61,4.76,2.94,6.53,9.07,3.24,5.87,0.47,0.56,0.71,0.63,0.66,0.67,0.57
5147,Woodruff County, Arkansas,6418,23.84,12.34,8.29,6.72,6.14,15.10,5.97,8.52,0.94,0.97,0.65,0.98,0.98,0.94,0.95
5149,Yell County, Arkansas,21161,19.74,8.71,6.27,4.48,7.32,10.44,3.84,6.10,0.77,0.86,0.82,0.78,0.82,0.71,0.81
6001,Alameda County, California,1647749,9.19,4.66,2.46,1.64,3.52,4.71,2.23,3.90,0.03,0.11,0.12,0.08,0.29,0.24,0.04
6003,Alpine County, California,1039,15.98,6.35,4.33,2.50,4.43,8.18,3.18,6.26,0.36,0.42,0.28,0.53,0.65,0.73,0.55
6005,Amador County, California,34742,18.99,8.35,5.99,2.15,5.96,10.24,3.51,6.57,0.73,0.29,0.61,0.76,0.74,0.77,0.77
6007,Butte County, California,223229,17.19,8.58,5.09,2.99,7.18,8.09,3.65,6.28,0.55,0.58,0.80,0.51,0.78,0.73,0.65
6009,Calaveras County, California,45112,21.11,11.13,8.31,3.83,7.23,12.49,4.50,7.64,0.94,0.78,0.81,0.91,0.91,0.89,0.87
6011,Colusa County, California,21291,12.21,4.90,4.34,2.17,3.70,6.14,1.62,3.34,0.36,0.30,0.14,0.22,0.10,0.13,0.20
6013,Contra Costa County, California,1137149,11.19,5.24,3.09,1.88,4.45,5.35,2.29,4.16,0.10,0.18,0.28,0.13,0.32,0.29,0.13
6015,Del Norte County, California,24588,19.97,10.89,5.57,2.79,8.73,11.14,4.12,8.72,0.66,0.52,0.93,0.84,0.86,0.95,0.83
6017,El Dorado County, California,187280,13.22,5.93,4.24,1.83,4.67,6.22,2.41,4.52,0.34,0.17,0.33,0.24,0.36,0.38,0.28
6019,Fresno County, California,973266,13.15,6.79,3.65,3.21,5.35,6.67,2.88,5.00,0.20,0.65,0.50,0.30,0.56,0.49,0.27
6021,Glenn County, California,27679,15.24,6.94,4.93,2.92,4.62,7.61,2.29,4.52,0.52,0.56,0.32,0.44,0.32,0.38,0.48
6023,Humboldt County, California,135003,16.45,8.21,4.47,2.93,7.00,7.73,3.30,6.65,0.40,0.56,0.78,0.46,0.68,0.78,0.59
6025,Imperial County, California,170981,14.40,7.41,3.19,2.48,5.78,7.90,3.78,5.76,0.11,0.41,0.58,0.48,0.80,0.65,0.40
6027,Inyo County, California,17607,14.18,8.18,5.46,2.25,5.22,8.58,3.11,6.83,0.64,0.32,0.46,0.58,0.63,0.81,0.37
6029,Kern County, California,859905,11.11,5.35,2.80,2.32,4.12,5.88,2.39,4.03,0.06,0.35,0.22,0.19,0.35,0.26,0.12
6031,Kings County, California,133994,12.22,5.65,3.49,2.52,3.85,6.39,2.33,4.03,0.17,0.43,0.17,0.26,0.33,0.26,0.20
6033,Lake County, California,63494,19.99,11.11,7.05,3.08,7.39,11.87,5.97,8.77,0.87,0.61,0.83,0.88,0.98,0.95,0.83
6035,Lassen County, California,21190,18.41,10.69,5.96,3.53,5.69,10.73,4.88,7.98,0.72,0.72,0.56,0.80,0.94,0.91,0.74
6037,Los Angeles County, California,10012895,9.91,5.21,2.53,1.96,3.83,5.38,2.71,4.24,0.04,0.22,0.17,0.14,0.49,0.31,0.06
6039,Madera County, California,147253,13.00,5.70,4.20,2.34,4.39,6.54,2.07,3.85,0.33,0.36,0.27,0.28,0.24,0.22,0.26
6041,Marin County, California,255421,9.14,4.12,3.00,1.50,3.01,4.14,1.87,3.38,0.09,0.07,0.06,0.04,0.17,0.14,0.04
6043,Mariposa County, California,17256,20.39,8.51,5.75,3.92,7.08,10.23,2.59,7.17,0.69,0.79,0.79,0.76,0.44,0.85,0.84
6045,Mendocino County, California,86352,17.05,7.10,5.02,2.15,5.60,8.05,2.63,6.21,0.54,0.29,0.54,0.51,0.45,0.72,0.64
6047,Merced County, California,268611,13.00,6.40,3.60,3.00,5.13,6.76,2.68,4.49,0.19,0.58,0.44,0.31,0.48,0.37,0.26
6049,Modoc County, California,8698,18.27,10.89,7.29,3.39,4.15,10.90,3.95,8.46,0.89,0.69,0.23,0.82,0.84,0.94,0.73
6051,Mono County, California,14198,5.31,1.99,0.88,1.62,1.61,2.49,0.68,1.77,0.00,0.11,0.01,0.00,0.01,0.01,0.00
6053,Monterey County, California,417249,8.85,4.34,2.73,1.64,3.34,4.36,2.08,3.25,0.05,0.11,0.10,0.05,0.24,0.12,0.03
6055,Napa County, California,137806,11.79,5.92,4.00,2.16,4.62,5.73,2.55,4.48,0.28,0.30,0.32,0.18,0.42,0.37,0.17
6057,Nevada County, California,98232,14.25,6.79,5.39,2.27,4.67,7.14,2.44,4.86,0.62,0.33,0.33,0.38,0.38,0.46,0.38
6059,Orange County, California,3151089,8.54,4.04,2.55,1.48,3.20,4.23,2.04,3.35,0.04,0.07,0.08,0.05,0.23,0.14,0.02
6061,Placer County, California,382926,10.60,4.75,3.60,1.51,3.71,4.96,1.98,3.63,0.19,0.08,0.15,0.10,0.20,0.19,0.10
6063,Plumas County, California,18504,16.55,7.94,4.25,2.66,5.75,9.48,3.74,5.07,0.34,0.48,0.57,0.69,0.80,0.51,0.60
6065,Riverside County, California,2389375,11.56,5.72,3.34,2.31,4.23,6.10,2.59,4.39,0.14,0.35,0.24,0.22,0.43,0.34,0.15
6067,Sacramento County, California,1510932,11.84,6.05,3.09,2.04,4.71,6.10,2.87,5.00,0.10,0.25,0.34,0.22,0.55,0.49,0.17
6069,San Benito County, California,60212,9.00,4.62,2.48,1.27,3.47,4.48,2.05,3.48,0.04,0.03,0.11,0.06,0.23,0.16,0.03
6071,San Bernardino County, California,2099054,10.99,5.32,2.86,2.16,4.22,5.86,2.41,4.12,0.06,0.30,0.24,0.19,0.37,0.28,0.12
6073,San Diego County, California,3216326,9.88,4.91,2.77,1.68,3.90,5.05,2.19,3.93,0.06,0.13,0.18,0.11,0.28,0.24,0.06
6075,San Francisco County, California,870863,10.19,5.43,2.68,1.92,4.06,5.38,2.56,4.57,0.05,0.20,0.21,0.14,0.42,0.40,0.08
6077,San Joaquin County, California,732477,12.54,6.43,3.23,2.44,4.95,6.92,2.76,4.83,0.12,0.40,0.40,0.34,0.51,0.45,0.22
6079,San Luis Obispo County, California,275626,11.59,4.95,4.18,1.99,4.06,5.08,2.01,3.63,0.32,0.23,0.21,0.11,0.21,0.19,0.16
6081,San Mateo County, California,763665,8.23,3.92,2.48,1.38,2.86,4.06,1.92,3.43,0.04,0.05,0.05,0.04,0.18,0.15,0.02
6083,Santa Barbara County, California,437669,9.94,4.33,3.16,1.61,3.78,4.39,1.75,3.31,0.11,0.10,0.16,0.06,0.13,0.13,0.06
6085,Santa Clara County, California,1917643,8.04,4.15,2.34,1.40,3.11,4.17,1.94,3.52,0.03,0.05,0.07,0.04,0.19,0.16,0.02
6087,Santa Cruz County, California,272491,11.95,5.38,3.28,2.48,4.89,4.94,2.24,4.20,0.13,0.41,0.38,0.10,0.30,0.30,0.18
6089,Shasta County, California,177761,18.27,9.40,6.19,3.27,6.76,9.78,3.36,7.03,0.76,0.66,0.74,0.72,0.70,0.84,0.73
6091,Sierra County, California,3013,15.57,9.99,3.68,0.60,4.61,10.65,4.88,9.39,0.21,0.00,0.32,0.80,0.94,0.97,0.51
6093,Siskiyou County, California,43356,18.61,9.24,6.88,2.60,7.29,9.57,3.50,7.03,0.85,0.46,0.81,0.70,0.74,0.84,0.75
6095,Solano County, California,429483,12.26,5.58,3.64,1.85,4.42,6.32,2.49,4.28,0.20,0.17,0.27,0.25,0.40,0.32,0.20
6097,Sonoma County, California,495516,11.89,5.44,3.69,1.87,4.38,5.70,2.41,4.24,0.21,0.18,0.27,0.18,0.36,0.31,0.18
6099,Stanislaus County, California,540181,13.15,6.74,4.00,2.75,5.03,6.83,2.97,5.16,0.28,0.51,0.42,0.32,0.58,0.53,0.27
6101,Sutter County, California,94654,13.64,6.39,4.02,2.30,4.51,7.50,2.40,4.46,0.29,0.34,0.29,0.43,0.36,0.36,0.32
6103,Tehama County, California,63391,18.91,9.48,6.11,4.20,7.66,9.45,3.27,6.78,0.74,0.83,0.85,0.68,0.68,0.80,0.77
6105,Trinity County, California,12529,20.92,10.29,10.46,3.18,5.63,11.29,2.16,6.74,0.99,0.64,0.55,0.85,0.26,0.80,0.87
6107,Tulare County, California,457857,12.11,5.88,3.30,2.84,4.43,6.35,2.27,4.64,0.13,0.53,0.27,0.25,0.31,0.42,0.19
6109,Tuolumne County, California,50971,19.63,8.98,6.93,2.76,7.61,9.77,2.99,6.28,0.85,0.51,0.85,0.72,0.59,0.73,0.80
6111,Ventura County, California,840257,10.91,5.51,3.35,2.08,4.25,5.64,2.57,4.26,0.15,0.26,0.24,0.17,0.43,0.31,0.11
6113,Yolo County, California,215938,9.56,4.36,2.97,1.68,3.43,4.43,1.57,3.43,0.08,0.12,0.11,0.06,0.09,0.15,0.05
6115,Yuba County, California,74309,14.99,7.09,3.85,2.46,5.30,8.18,2.72,5.12,0.25,0.40,0.48,0.53,0.49,0.52,0.45
8001,Adams County, Colorado,500418,10.39,4.34,2.95,1.92,3.82,4.97,1.71,3.08,0.08,0.20,0.17,0.10,0.12,0.09,0.09
8003,Alamosa County, Colorado,15631,17.48,7.84,5.14,4.00,7.02,8.60,3.17,4.96,0.56,0.80,0.78,0.58,0.64,0.48,0.67
8005,Arapahoe County, Colorado,637690,9.00,4.20,2.69,1.67,3.30,4.22,1.61,3.24,0.05,0.12,0.09,0.05,0.10,0.12,0.03
8007,Archuleta County, Colorado,13146,14.66,5.63,7.14,3.77,4.79,5.01,1.50,2.80,0.87,0.77,0.36,0.10,0.08,0.06,0.42
8009,Baca County, Colorado,3461,20.20,10.20,8.41,5.92,7.19,11.10,4.65,7.22,0.95,0.95,0.80,0.83,0.92,0.85,0.84
8011,Bent County, Colorado,3985,26.12,10.82,7.50,5.47,10.04,13.65,1.98,6.98,0.90,0.93,0.97,0.95,0.20,0.83,0.98
8013,Boulder County, Colorado,320329,8.13,3.26,2.82,1.36,3.12,3.29,1.16,2.45,0.06,0.05,0.07,0.01,0.03,0.04,0.02
8014,Broomfield County, Colorado,67545,8.11,3.18,2.89,1.50,2.90,3.31,0.90,2.02,0.07,0.07,0.05,0.01,0.02,0.02,0.02
8015,Chaffee County, Colorado,18227,17.09,6.75,6.11,3.69,5.04,7.48,2.22,3.86,0.74,0.75,0.42,0.42,0.29,0.23,0.64
8017,Cheyenne County, Colorado,1983,12.15,4.08,5.04,1.01,2.07,6.81,2.02,1.77,0.55,0.01,0.01,0.32,0.21,0.01,0.20
8019,Clear Creek County, Colorado,9382,9.89,3.23,3.61,1.81,1.47,3.86,1.83,2.75,0.19,0.16,0.00,0.03,0.16,0.06,0.06
8021,Conejos County, Colorado,8089,20.30,11.15,8.54,4.20,6.91,11.20,3.00,5.93,0.95,0.83,0.77,0.84,0.60,0.68,0.84
8023,Costilla County, Colorado,3745,27.56,18.02,11.16,5.95,11.13,17.33,4.11,9.37,0.99,0.95,0.99,0.99,0.86,0.97,0.99
8025,Crowley County, Colorado,4782,24.61,13.82,6.52,4.12,10.04,14.18,5.79,9.10,0.80,0.82,0.97,0.96,0.98,0.96,0.96
8027,Custer County, Colorado,4768,16.13,7.03,5.20,2.92,5.18,8.83,1.49,3.29,0.58,0.55,0.45,0.61,0.08,0.13,0.56
8029,Delta County, Colorado,29342,18.86,9.43,9.14,4.33,6.43,11.04,4.03,6.78,0.97,0.85,0.70,0.83,0.85,0.80,0.77
8031,Denver County, Colorado,699351,9.59,4.28,2.69,1.96,3.69,4.38,1.72,3.26,0.05,0.22,0.14,0.05,0.12,0.12,0.05
8033,Dolores County, Colorado,1857,19.22,10.02,11.25,3.23,7.22,8.29,4.09,8.19,0.99,0.65,0.80,0.54,0.86,0.93,0.78
8035,Douglas County, Colorado,334814,6.71,2.34,2.39,1.02,2.26,2.44,0.85,1.82,0.03,0.01,0.02,0.00,0.01,0.01,0.01
8037,Eagle County, Colorado,54502,5.03,1.55,1.36,1.07,1.72,1.99,0.86,1.23,0.00,0.02,0.01,0.00,0.01,0.00,0.00
8039,Elbert County, Colorado,25626,8.93,3.33,3.22,1.47,2.67,4.09,1.07,2.81,0.12,0.06,0.04,0.04,0.02,0.06,0.03
8041,El Paso County, Colorado,667275,12.37,5.61,3.74,2.15,5.12,5.47,1.92,4.00,0.22,0.29,0.43,0.15,0.18,0.25,0.21
8043,Fremont County, Colorado,36229,18.89,9.51,7.26,3.72,6.61,9.94,3.34,5.88,0.88,0.76,0.72,0.73,0.70,0.67,0.77
8045,Garfield County, Colorado,58401,7.85,2.86,2.73,1.08,2.24,3.67,1.11,2.00,0.05,0.02,0.02,0.02,0.03,0.02,0.01
8047,Gilpin County, Colorado,5960,9.60,3.46,4.68,0.60,3.83,4.53,0.89,3.24,0.45,0.00,0.17,0.06,0.02,0.12,0.05
8049,Grand County, Colorado,15243,5.04,1.66,2.06,0.21,1.86,1.80,1.38,2.41,0.01,0.00,0.01,0.00,0.06,0.03,0.00
8051,Gunnison County, Colorado,16755,8.02,4.35,3.80,2.37,2.85,3.97,1.64,2.30,0.23,0.37,0.05,0.03,0.11,0.03,0.02
8053,Hinsdale County, Colorado,857,25.44,9.57,10.62,5.48,9.57,10.50,4.20,5.83,0.99,0.94,0.96,0.78,0.87,0.66,0.97
8055,Huerfano County, Colorado,6537,22.96,13.14,10.57,5.49,7.92,13.48,4.28,8.69,0.99,0.94,0.87,0.94,0.88,0.95,0.93
8057,Jackson County, Colorado,1256,7.96,5.65,1.99,1.51,1.27,5.73,1.43,5.81,0.01,0.08,0.00,0.18,0.06,0.66,0.02
8059,Jefferson County, Colorado,568063,10.04,4.21,3.63,1.78,3.38,4.44,1.56,3.17,0.20,0.15,0.10,0.06,0.09,0.10,0.07
8061,Kiowa County, Colorado,1462,15.53,8.69,7.80,4.58,4.38,8.07,2.19,6.22,0.92,0.87,0.27,0.51,0.28,0.72,0.50
8063,Kit Carson County, Colorado,6951,16.04,5.90,6.63,1.91,3.64,7.90,2.81,3.87,0.82,0.20,0.14,0.48,0.53,0.23,0.56
8065,Lake County, Colorado,7700,13.05,5.83,1.90,3.48,5.66,6.95,4.32,4.39,0.01,0.71,0.55,0.35,0.89,0.34,0.26
8067,La Plata County, Colorado,55146,9.01,3.62,3.51,1.64,3.26,3.57,1.29,2.87,0.17,0.12,0.09,0.02,0.04,0.07,0.03
8069,Larimer County, Colorado,342248,9.67,3.89,3.51,1.62,3.40,4.11,1.27,2.85,0.17,0.11,0.11,0.04,0.04,0.07,0.05
8071,Las Animas County, Colorado,13640,24.09,11.85,9.62,3.41,8.66,12.55,4.06,8.77,0.98,0.69,0.92,0.91,0.85,0.95,0.95
8073,Lincoln County, Colorado,3500,15.91,8.97,7.57,2.77,6.03,10.00,3.43,5.66,0.91,0.51,0.63,0.74,0.72,0.63,0.55
8075,Logan County, Colorado,21911,14.16,7.40,4.61,2.55,5.38,7.30,2.62,5.04,0.44,0.44,0.50,0.40,0.44,0.50,0.37
8077,Mesa County, Colorado,150129,15.02,6.76,5.19,2.68,5.89,7.48,2.30,4.51,0.58,0.49,0.60,0.42,0.32,0.38,0.45
8079,Mineral County, Colorado,824,14.68,5.10,8.25,2.55,5.83,4.85,1.82,3.64,0.94,0.44,0.59,0.09,0.15,0.19,0.42
8081,Moffat County, Colorado,12968,11.30,4.81,4.17,2.88,3.47,5.42,1.67,3.86,0.32,0.54,0.11,0.14,0.11,0.23,0.14
8083,Montezuma County, Colorado,25856,17.32,7.43,6.07,3.19,6.11,7.86,2.99,5.36,0.74,0.64,0.64,0.48,0.59,0.57,0.66
8085,Montrose County, Colorado,41335,15.82,7.10,6.50,3.41,4.27,8.04,2.53,4.31,0.80,0.69,0.25,0.50,0.41,0.32,0.54
8087,Morgan County, Colorado,28143,11.21,4.68,3.91,1.94,3.56,5.45,1.29,2.80,0.26,0.21,0.12,0.15,0.04,0.06,0.13
8089,Otero County, Colorado,18104,21.02,11.91,8.13,5.61,8.80,10.66,3.52,6.73,0.93,0.94,0.93,0.80,0.75,0.79,0.87
8091,Ouray County, Colorado,4796,11.47,4.38,6.11,1.48,2.48,5.30,2.71,3.59,0.74,0.07,0.03,0.13,0.48,0.18,0.14
8093,Park County, Colorado,17738,12.87,5.89,5.36,2.03,3.32,5.58,1.47,4.78,0.61,0.24,0.10,0.16,0.07,0.44,0.25
8095,Phillips County, Colorado,4210,12.45,5.32,3.33,1.35,4.80,6.84,2.35,3.35,0.14,0.05,0.36,0.33,0.34,0.14,0.22
8097,Pitkin County, Colorado,17891,6.52,2.45,2.88,1.15,1.54,2.20,0.29,1.79,0.06,0.02,0.01,0.00,0.00,0.01,0.01
8099,Prowers County, Colorado,11879,16.90,8.20,6.23,3.22,6.10,9.06,2.22,4.12,0.76,0.65,0.64,0.63,0.29,0.28,0.62
8101,Pueblo County, Colorado,162675,19.49,9.60,6.65,3.71,7.46,10.42,3.56,6.50,0.82,0.75,0.83,0.77,0.75,0.76,0.80
8103,Rio Blanco County, Colorado,6252,12.06,5.57,4.30,2.03,3.84,6.91,2.26,3.85,0.35,0.24,0.17,0.34,0.30,0.23,0.19
8105,Rio Grande County, Colorado,11148,20.23,11.07,7.70,3.24,7.43,11.81,3.24,7.01,0.91,0.66,0.83,0.88,0.66,0.84,0.84
8107,Routt County, Colorado,24935,6.22,2.84,2.11,1.10,2.57,2.49,0.94,2.37,0.01,0.02,0.03,0.00,0.02,0.03,0.00
8109,Saguache County, Colorado,6566,15.64,7.31,5.45,5.54,4.69,8.92,2.18,4.04,0.63,0.94,0.33,0.62,0.27,0.26,0.52
8111,San Juan County, Colorado,589,12.90,6.62,7.13,3.06,4.07,9.51,1.87,4.41,0.87,0.60,0.21,0.69,0.16,0.35,0.25
8113,San Miguel County, Colorado,8033,5.49,2.20,2.74,0.73,1.12,2.22,0.88,0.56,0.06,0.00,0.00,0.00,0.02,0.00,0.00
8115,Sedgwick County, Colorado,2290,18.17,7.29,6.42,3.14,5.55,8.91,2.79,5.63,0.79,0.63,0.53,0.61,0.52,0.63,0.72
8117,Summit County, Colorado,30569,5.71,2.43,2.20,1.13,1.86,2.09,1.26,1.70,0.02,0.02,0.01,0.00,0.04,0.01,0.00
8119,Teller County, Colorado,24332,13.83,5.05,5.61,2.08,4.23,6.10,1.96,3.29,0.66,0.26,0.24,0.22,0.19,0.13,0.34
8121,Washington County, Colorado,4565,11.13,4.12,4.62,1.60,2.41,5.21,1.58,2.85,0.44,0.10,0.02,0.12,0.09,0.07,0.12
8123,Weld County, Colorado,302837,10.32,4.35,3.58,1.95,3.73,4.85,1.52,3.02,0.19,0.21,0.15,0.09,0.08,0.09,0.08
8125,Yuma County, Colorado,9866,11.55,4.64,4.38,2.03,3.59,5.56,1.20,2.48,0.38,0.24,0.13,0.16,0.04,0.04,0.15
9001,Fairfield County, Connecticut,935939,9.59,4.29,2.53,1.62,3.71,4.64,1.85,3.47,0.04,0.11,0.14,0.07,0.16,0.15,0.05
9003,Hartford County, Connecticut,880624,11.76,5.59,3.29,2.16,4.77,5.75,2.58,4.42,0.13,0.30,0.35,0.18,0.43,0.35,0.17
9005,Litchfield County, Connecticut,180743,11.76,5.52,3.51,1.55,4.30,5.99,2.38,4.55,0.17,0.08,0.25,0.20,0.35,0.39,0.17
9007,Middlesex County, Connecticut,161015,10.97,4.65,3.11,1.57,3.94,5.10,1.94,4.10,0.10,0.09,0.19,0.11,0.19,0.28,0.12
9009,New Haven County, Connecticut,847650,11.56,5.47,3.01,1.89,4.50,5.86,2.32,4.43,0.09,0.18,0.29,0.19,0.33,0.36,0.15
9011,New London County, Connecticut,255286,12.91,5.69,3.75,1.79,4.94,6.34,2.13,4.07,0.22,0.16,0.39,0.25,0.25,0.27,0.25
9013,Tolland County, Connecticut,148476,10.23,4.30,2.92,1.50,4.05,4.59,1.59,3.19,0.07,0.07,0.21,0.07,0.09,0.11,0.08
9015,Windham County, Connecticut,114847,13.57,6.01,3.83,1.87,5.70,6.53,2.34,4.45,0.24,0.18,0.56,0.28,0.34,0.36,0.31
10001,Kent County, Delaware,173035,15.35,6.73,3.00,1.96,6.40,8.28,3.03,4.97,0.08,0.22,0.69,0.54,0.60,0.48,0.48
10003,New Castle County, Delaware,547702,11.27,5.28,2.68,2.07,4.58,5.52,2.24,4.04,0.05,0.26,0.31,0.16,0.30,0.26,0.13
10005,Sussex County, Delaware,221482,14.00,6.21,4.34,2.06,4.89,7.59,2.73,4.66,0.36,0.25,0.38,0.44,0.49,0.42,0.35
11001,District of Columbia, District of Columbia,682728,11.67,5.12,2.14,2.77,4.38,6.15,2.06,3.94,0.01,0.51,0.27,0.23,0.23,0.24,0.16
12001,Alachua County, Florida,262894,10.94,4.89,3.09,2.05,4.50,5.25,2.04,3.62,0.10,0.25,0.29,0.13,0.22,0.18,0.11
12003,Baker County, Florida,25324,15.91,7.98,4.47,3.63,4.85,9.29,3.18,5.93,0.40,0.74,0.37,0.66,0.65,0.68,0.55
12005,Bay County, Florida,177278,19.48,9.82,5.84,4.51,7.67,11.09,3.32,5.81,0.71,0.86,0.85,0.83,0.70,0.66,0.80
12007,Bradford County, Florida,23463,19.45,8.74,5.38,2.99,6.44,11.41,3.30,6.84,0.62,0.58,0.70,0.85,0.69,0.81,0.79
12009,Brevard County, Florida,580488,15.78,7.47,4.84,2.68,5.76,8.28,2.85,5.46,0.49,0.49,0.57,0.54,0.54,0.59,0.53
12011,Broward County, Florida,1914269,10.83,5.30,2.69,2.10,4.01,6.00,2.38,4.10,0.05,0.27,0.20,0.21,0.35,0.28,0.11
12013,Calhoun County, Florida,12336,23.71,12.76,7.85,5.62,9.74,13.27,5.32,9.50,0.92,0.94,0.96,0.94,0.96,0.97,0.95
12015,Charlotte County, Florida,177693,22.46,10.26,7.77,3.73,6.56,12.04,4.15,7.36,0.92,0.76,0.72,0.89,0.86,0.87,0.92
12017,Citrus County, Florida,142910,21.65,10.40,7.96,4.06,6.88,12.22,3.71,6.92,0.92,0.81,0.76,0.90,0.79,0.82,0.89
12019,Clay County, Florida,208638,13.52,5.39,3.71,1.78,4.62,7.21,2.18,3.93,0.22,0.15,0.32,0.39,0.27,0.24,0.30
12021,Collier County, Florida,369593,11.51,5.06,4.32,2.04,3.38,5.76,2.07,3.60,0.36,0.24,0.10,0.18,0.24,0.18,0.15
12023,Columbia County, Florida,65174,19.68,9.99,5.63,4.36,7.59,10.98,3.58,6.54,0.67,0.85,0.85,0.83,0.76,0.77,0.81
12027,DeSoto County, Florida,35122,14.63,7.78,5.61,3.12,5.13,7.82,2.84,5.26,0.66,0.62,0.44,0.47,0.54,0.55,0.42
12029,Dixie County, Florida,15011,23.34,11.85,7.61,3.24,8.39,14.22,4.21,6.34,0.91,0.66,0.90,0.96,0.87,0.74,0.94
12031,Duval County, Florida,915341,13.30,6.17,2.99,2.62,5.13,7.10,2.42,4.57,0.08,0.47,0.44,0.37,0.37,0.40,0.28
12033,Escambia County, Florida,297945,15.43,7.29,4.03,2.32,5.81,8.31,2.86,5.42,0.29,0.35,0.58,0.54,0.55,0.58,0.50
12035,Flagler County, Florida,109347,14.81,6.24,5.16,2.85,4.71,7.02,2.31,4.62,0.57,0.54,0.34,0.36,0.33,0.41,0.43
12037,Franklin County, Florida,10226,22.54,11.10,6.31,4.36,9.31,12.54,5.01,7.27,0.77,0.85,0.95,0.91,0.95,0.86,0.92
12039,Gadsden County, Florida,42923,19.45,9.87,5.05,3.76,9.28,8.93,2.80,6.98,0.55,0.77,0.95,0.62,0.52,0.83,0.79
12041,Gilchrist County, Florida,16608,21.21,11.56,8.34,3.37,8.90,11.83,5.12,8.55,0.94,0.69,0.94,0.88,0.95,0.94,0.88
12043,Glades County, Florida,12316,18.17,10.00,7.84,4.95,6.67,9.10,4.26,6.46,0.92,0.90,0.73,0.64,0.88,0.76,0.72
12045,Gulf County, Florida,13110,20.16,10.14,6.51,3.67,6.84,11.11,3.39,6.31,0.80,0.75,0.76,0.83,0.71,0.74,0.83
12047,Hamilton County, Florida,11031,23.69,10.75,6.08,6.03,8.63,12.65,5.20,7.80,0.74,0.96,0.92,0.91,0.96,0.90,0.94
12049,Hardee County, Florida,25395,11.44,6.33,3.68,2.29,5.49,6.60,2.20,4.51,0.21,0.34,0.52,0.29,0.28,0.38,0.14
12051,Hendry County, Florida,40192,12.04,5.68,3.58,2.87,5.89,5.07,1.73,3.80,0.18,0.54,0.60,0.11,0.13,0.22,0.19
12053,Hernando County, Florida,184390,19.56,9.52,6.42,3.33,6.65,10.94,3.55,6.74,0.79,0.68,0.73,0.82,0.75,0.80,0.80
12055,Highlands County, Florida,102275,19.82,10.01,6.78,3.63,6.83,11.33,3.65,7.19,0.83,0.74,0.76,0.85,0.78,0.85,0.82
12057,Hillsborough County, Florida,1410780,11.62,5.71,3.05,2.24,4.50,6.31,2.47,4.20,0.09,0.32,0.29,0.25,0.39,0.30,0.16
12059,Holmes County, Florida,17634,23.45,14.32,8.10,5.08,8.06,13.07,5.97,9.81,0.93,0.91,0.88,0.93,0.98,0.98,0.94
12061,Indian River County, Florida,152683,16.26,8.20,5.75,2.52,5.25,8.80,3.59,6.41,0.69,0.43,0.47,0.60,0.76,0.75,0.58
12063,Jackson County, Florida,40591,20.21,10.75,6.42,5.38,7.64,10.77,4.17,8.53,0.79,0.93,0.85,0.81,0.87,0.94,0.84
12065,Jefferson County, Florida,12079,17.87,7.94,4.81,3.19,5.17,10.65,2.47,6.30,0.49,0.64,0.45,0.80,0.39,0.73,0.70
12067,Lafayette County, Florida,7102,15.66,7.12,4.53,2.38,5.25,8.31,3.70,4.70,0.41,0.38,0.47,0.54,0.79,0.43,0.52
12069,Lake County, Florida,342444,16.63,7.82,5.23,2.96,5.54,9.02,2.92,5.55,0.58,0.57,0.53,0.63,0.57,0.61,0.61
